"indice_tiempo","area_protegida","residencia","visitas"
2017-05-01,"Península Valdés","No residentes",178
2017-05-01,"Península Valdés","Residentes",4211
2017-05-01,"Punta Loma","No residentes",78
2017-05-01,"Punta Loma","Residentes",1786
2017-05-01,"Punta Marqués","No residentes",20
2017-05-01,"Punta Marqués","Residentes",496
2017-05-01,"Punta Tombo","No residentes",NA
2017-05-01,"Punta Tombo","Residentes",NA
2017-05-01,"Cabo Dos Bahías","No residentes",NA
2017-05-01,"Cabo Dos Bahías","Residentes",NA
2017-06-01,"Bosque Petrificado Sarmiento","No residentes",5
2017-06-01,"Bosque Petrificado Sarmiento","Residentes",62
2017-06-01,"Península Valdés","No residentes",228
2017-06-01,"Península Valdés","Residentes",3737
2017-06-01,"Punta Loma","No residentes",39
2017-06-01,"Punta Loma","Residentes",738
2017-06-01,"Punta Marqués","No residentes",21
2017-06-01,"Punta Marqués","Residentes",303
2017-06-01,"Punta Tombo","No residentes",NA
2017-06-01,"Punta Tombo","Residentes",NA
2017-06-01,"Cabo Dos Bahías","No residentes",NA
2017-06-01,"Cabo Dos Bahías","Residentes",NA
2017-07-01,"Bosque Petrificado Sarmiento","No residentes",26
2017-07-01,"Bosque Petrificado Sarmiento","Residentes",346
2017-07-01,"Península Valdés","No residentes",606
2017-07-01,"Península Valdés","Residentes",18773
2017-07-01,"Punta Loma","No residentes",158
2017-07-01,"Punta Loma","Residentes",7507
2017-07-01,"Punta Marqués","No residentes",24
2017-07-01,"Punta Marqués","Residentes",822
2017-07-01,"Punta Tombo","No residentes",NA
2017-07-01,"Punta Tombo","Residentes",NA
2017-07-01,"Cabo Dos Bahías","No residentes",NA
2017-07-01,"Cabo Dos Bahías","Residentes",NA
2017-08-01,"Bosque Petrificado Sarmiento","No residentes",12
2017-08-01,"Bosque Petrificado Sarmiento","Residentes",222
2017-08-01,"Península Valdés","No residentes",1034
2017-08-01,"Península Valdés","Residentes",14589
2017-08-01,"Punta Loma","No residentes",258
2017-08-01,"Punta Loma","Residentes",4122
2017-08-01,"Punta Marqués","No residentes",7
2017-08-01,"Punta Marqués","Residentes",672
2017-08-01,"Punta Tombo","No residentes",NA
2017-08-01,"Punta Tombo","Residentes",NA
2017-08-01,"Cabo Dos Bahías","No residentes",NA
2017-08-01,"Cabo Dos Bahías","Residentes",NA
2017-09-01,"Bosque Petrificado Sarmiento","No residentes",33
2017-09-01,"Bosque Petrificado Sarmiento","Residentes",285
2017-09-01,"Península Valdés","No residentes",1932
2017-09-01,"Península Valdés","Residentes",26274
2017-09-01,"Punta Loma","No residentes",297
2017-09-01,"Punta Loma","Residentes",5462
2017-09-01,"Punta Marqués","No residentes",33
2017-09-01,"Punta Marqués","Residentes",881
2017-09-01,"Punta Tombo","No residentes",854
2017-09-01,"Punta Tombo","Residentes",8911
2017-09-01,"Cabo Dos Bahías","No residentes",33
2017-09-01,"Cabo Dos Bahías","Residentes",466
2017-10-01,"Bosque Petrificado Sarmiento","No residentes",85
2017-10-01,"Bosque Petrificado Sarmiento","Residentes",594
2017-10-01,"Península Valdés","No residentes",5423
2017-10-01,"Península Valdés","Residentes",33723
2017-10-01,"Punta Loma","No residentes",481
2017-10-01,"Punta Loma","Residentes",6913
2017-10-01,"Punta Marqués","No residentes",52
2017-10-01,"Punta Marqués","Residentes",755
2017-10-01,"Punta Tombo","No residentes",2816
2017-10-01,"Punta Tombo","Residentes",16020
2017-10-01,"Cabo Dos Bahías","No residentes",76
2017-10-01,"Cabo Dos Bahías","Residentes",777
2017-11-01,"Bosque Petrificado Sarmiento","No residentes",166
2017-11-01,"Bosque Petrificado Sarmiento","Residentes",696
2017-11-01,"Península Valdés","No residentes",8901
2017-11-01,"Península Valdés","Residentes",19752
2017-11-01,"Punta Loma","No residentes",961
2017-11-01,"Punta Loma","Residentes",3917
2017-11-01,"Punta Marqués","No residentes",54
2017-11-01,"Punta Marqués","Residentes",594
2017-11-01,"Punta Tombo","No residentes",4331
2017-11-01,"Punta Tombo","Residentes",10187
2017-11-01,"Cabo Dos Bahías","No residentes",398
2017-11-01,"Cabo Dos Bahías","Residentes",761
2017-12-01,"Bosque Petrificado Sarmiento","No residentes",185
2017-12-01,"Bosque Petrificado Sarmiento","Residentes",453
2017-12-01,"Península Valdés","No residentes",5324
2017-12-01,"Península Valdés","Residentes",19640
2017-12-01,"Punta Loma","No residentes",1215
2017-12-01,"Punta Loma","Residentes",3167
2017-12-01,"Punta Marqués","No residentes",59
2017-12-01,"Punta Marqués","Residentes",802
2017-12-01,"Punta Tombo","No residentes",4983
2017-12-01,"Punta Tombo","Residentes",4140
2017-12-01,"Cabo Dos Bahías","No residentes",203
2017-12-01,"Cabo Dos Bahías","Residentes",906
2018-01-01,"Bosque Petrificado Sarmiento","No residentes",259
2018-01-01,"Bosque Petrificado Sarmiento","Residentes",1313
2018-01-01,"Península Valdés","No residentes",7112
2018-01-01,"Península Valdés","Residentes",77698
2018-01-01,"Punta Loma","No residentes",2934
2018-01-01,"Punta Loma","Residentes",12626
2018-01-01,"Punta Marqués","No residentes",68
2018-01-01,"Punta Marqués","Residentes",2070
2018-01-01,"Punta Tombo","No residentes",6057
2018-01-01,"Punta Tombo","Residentes",14156
2018-01-01,"Cabo Dos Bahías","No residentes",228
2018-01-01,"Cabo Dos Bahías","Residentes",1797
2018-02-01,"Bosque Petrificado Sarmiento","No residentes",164
2018-02-01,"Bosque Petrificado Sarmiento","Residentes",1002
2018-02-01,"Península Valdés","No residentes",5587
2018-02-01,"Península Valdés","Residentes",40718
2018-02-01,"Punta Loma","No residentes",2647
2018-02-01,"Punta Loma","Residentes",9098
2018-02-01,"Punta Marqués","No residentes",106
2018-02-01,"Punta Marqués","Residentes",1086
2018-02-01,"Punta Tombo","No residentes",3526
2018-02-01,"Punta Tombo","Residentes",10127
2018-02-01,"Cabo Dos Bahías","No residentes",198
2018-02-01,"Cabo Dos Bahías","Residentes",1467
2018-03-01,"Bosque Petrificado Sarmiento","No residentes",113
2018-03-01,"Bosque Petrificado Sarmiento","Residentes",766
2018-03-01,"Península Valdés","No residentes",2817
2018-03-01,"Península Valdés","Residentes",12362
2018-03-01,"Punta Loma","No residentes",828
2018-03-01,"Punta Loma","Residentes",4487
2018-03-01,"Punta Marqués","No residentes",73
2018-03-01,"Punta Marqués","Residentes",901
2018-03-01,"Punta Tombo","No residentes",1850
2018-03-01,"Punta Tombo","Residentes",4878
2018-03-01,"Cabo Dos Bahías","No residentes",0
2018-03-01,"Cabo Dos Bahías","Residentes",0
2018-04-01,"Bosque Petrificado Sarmiento","No residentes",24
2018-04-01,"Bosque Petrificado Sarmiento","Residentes",528
2018-04-01,"Península Valdés","No residentes",555
2018-04-01,"Península Valdés","Residentes",8022
2018-04-01,"Punta Loma","No residentes",150
2018-04-01,"Punta Loma","Residentes",3510
2018-04-01,"Punta Marqués","No residentes",17
2018-04-01,"Punta Marqués","Residentes",573
2018-04-01,"Punta Tombo","No residentes",19
2018-04-01,"Punta Tombo","Residentes",657
2018-04-01,"Cabo Dos Bahías","No residentes",0
2018-04-01,"Cabo Dos Bahías","Residentes",0
2018-05-01,"Bosque Petrificado Sarmiento","No residentes",26
2018-05-01,"Bosque Petrificado Sarmiento","Residentes",179
2018-05-01,"Península Valdés","No residentes",218
2018-05-01,"Península Valdés","Residentes",3292
2018-05-01,"Punta Loma","No residentes",128
2018-05-01,"Punta Loma","Residentes",1930
2018-05-01,"Punta Marqués","No residentes",22
2018-05-01,"Punta Marqués","Residentes",312
2018-05-01,"Punta Tombo","No residentes",NA
2018-05-01,"Punta Tombo","Residentes",NA
2018-05-01,"Cabo Dos Bahías","No residentes",NA
2018-05-01,"Cabo Dos Bahías","Residentes",NA
2018-06-01,"Bosque Petrificado Sarmiento","No residentes",4
2018-06-01,"Bosque Petrificado Sarmiento","Residentes",109
2018-06-01,"Península Valdés","No residentes",422
2018-06-01,"Península Valdés","Residentes",3295
2018-06-01,"Punta Loma","No residentes",113
2018-06-01,"Punta Loma","Residentes",1520
2018-06-01,"Punta Marqués","No residentes",17
2018-06-01,"Punta Marqués","Residentes",357
2018-06-01,"Punta Tombo","No residentes",NA
2018-06-01,"Punta Tombo","Residentes",NA
2018-06-01,"Cabo Dos Bahías","No residentes",NA
2018-06-01,"Cabo Dos Bahías","Residentes",NA
2018-07-01,"Bosque Petrificado Sarmiento","No residentes",9
2018-07-01,"Bosque Petrificado Sarmiento","Residentes",228
2018-07-01,"Península Valdés","No residentes",622
2018-07-01,"Península Valdés","Residentes",15800
2018-07-01,"Punta Loma","No residentes",182
2018-07-01,"Punta Loma","Residentes",7391
2018-07-01,"Punta Marqués","No residentes",15
2018-07-01,"Punta Marqués","Residentes",546
2018-07-01,"Punta Tombo","No residentes",NA
2018-07-01,"Punta Tombo","Residentes",NA
2018-07-01,"Cabo Dos Bahías","No residentes",NA
2018-07-01,"Cabo Dos Bahías","Residentes",NA
2018-08-01,"Bosque Petrificado Sarmiento","No residentes",7
2018-08-01,"Bosque Petrificado Sarmiento","Residentes",279
2018-08-01,"Península Valdés","No residentes",1044
2018-08-01,"Península Valdés","Residentes",12892
2018-08-01,"Punta Loma","No residentes",193
2018-08-01,"Punta Loma","Residentes",4273
2018-08-01,"Punta Marqués","No residentes",22
2018-08-01,"Punta Marqués","Residentes",750
2018-08-01,"Punta Tombo","No residentes",NA
2018-08-01,"Punta Tombo","Residentes",NA
2018-08-01,"Cabo Dos Bahías","No residentes",NA
2018-08-01,"Cabo Dos Bahías","Residentes",NA
2018-09-01,"Bosque Petrificado Sarmiento","No residentes",29
2018-09-01,"Bosque Petrificado Sarmiento","Residentes",218
2018-09-01,"Península Valdés","No residentes",2959
2018-09-01,"Península Valdés","Residentes",23498
2018-09-01,"Punta Loma","No residentes",615
2018-09-01,"Punta Loma","Residentes",7035
2018-09-01,"Punta Marqués","No residentes",71
2018-09-01,"Punta Marqués","Residentes",616
2018-09-01,"Punta Tombo","No residentes",1242
2018-09-01,"Punta Tombo","Residentes",10169
2018-09-01,"Cabo Dos Bahías","No residentes",0
2018-09-01,"Cabo Dos Bahías","Residentes",0
2018-10-01,"Bosque Petrificado Sarmiento","No residentes",51
2018-10-01,"Bosque Petrificado Sarmiento","Residentes",158
2018-10-01,"Península Valdés","No residentes",6085
2018-10-01,"Península Valdés","Residentes",37289
2018-10-01,"Punta Loma","No residentes",751
2018-10-01,"Punta Loma","Residentes",8026
2018-10-01,"Punta Marqués","No residentes",32
2018-10-01,"Punta Marqués","Residentes",506
2018-10-01,"Punta Tombo","No residentes",3256
2018-10-01,"Punta Tombo","Residentes",18498
2018-10-01,"Cabo Dos Bahías","No residentes",37
2018-10-01,"Cabo Dos Bahías","Residentes",334
2018-11-01,"Bosque Petrificado Sarmiento","No residentes",150
2018-11-01,"Bosque Petrificado Sarmiento","Residentes",472
2018-11-01,"Península Valdés","No residentes",10035
2018-11-01,"Península Valdés","Residentes",18542
2018-11-01,"Punta Loma","No residentes",1058
2018-11-01,"Punta Loma","Residentes",4544
2018-11-01,"Punta Marqués","No residentes",55
2018-11-01,"Punta Marqués","Residentes",1007
2018-11-01,"Punta Tombo","No residentes",5143
2018-11-01,"Punta Tombo","Residentes",10656
2018-11-01,"Cabo Dos Bahías","No residentes",142
2018-11-01,"Cabo Dos Bahías","Residentes",795
2018-12-01,"Bosque Petrificado Sarmiento","No residentes",119
2018-12-01,"Bosque Petrificado Sarmiento","Residentes",438
2018-12-01,"Península Valdés","No residentes",6914
2018-12-01,"Península Valdés","Residentes",18572
2018-12-01,"Punta Loma","No residentes",1535
2018-12-01,"Punta Loma","Residentes",3471
2018-12-01,"Punta Marqués","No residentes",41
2018-12-01,"Punta Marqués","Residentes",1042
2018-12-01,"Punta Tombo","No residentes",6284
2018-12-01,"Punta Tombo","Residentes",4290
2018-12-01,"Cabo Dos Bahías","No residentes",144
2018-12-01,"Cabo Dos Bahías","Residentes",258
2019-01-01,"Bosque Petrificado Sarmiento","No residentes",216
2019-01-01,"Bosque Petrificado Sarmiento","Residentes",1332
2019-01-01,"Península Valdés","No residentes",9785
2019-01-01,"Península Valdés","Residentes",54164
2019-01-01,"Punta Loma","No residentes",3478
2019-01-01,"Punta Loma","Residentes",13488
2019-01-01,"Punta Marqués","No residentes",91
2019-01-01,"Punta Marqués","Residentes",2056
2019-01-01,"Punta Tombo","No residentes",7981
2019-01-01,"Punta Tombo","Residentes",14181
2019-01-01,"Cabo Dos Bahías","No residentes",169
2019-01-01,"Cabo Dos Bahías","Residentes",1818
2019-02-01,"Bosque Petrificado Sarmiento","No residentes",214
2019-02-01,"Bosque Petrificado Sarmiento","Residentes",784
2019-02-01,"Península Valdés","No residentes",6141
2019-02-01,"Península Valdés","Residentes",29871
2019-02-01,"Punta Loma","No residentes",2491
2019-02-01,"Punta Loma","Residentes",8196
2019-02-01,"Punta Marqués","No residentes",119
2019-02-01,"Punta Marqués","Residentes",1738
2019-02-01,"Punta Tombo","No residentes",5248
2019-02-01,"Punta Tombo","Residentes",8516
2019-02-01,"Cabo Dos Bahías","No residentes",197
2019-02-01,"Cabo Dos Bahías","Residentes",1099
2019-03-01,"Bosque Petrificado Sarmiento","No residentes",113
2019-03-01,"Bosque Petrificado Sarmiento","Residentes",618
2019-03-01,"Península Valdés","No residentes",3015
2019-03-01,"Península Valdés","Residentes",10718
2019-03-01,"Punta Loma","No residentes",1233
2019-03-01,"Punta Loma","Residentes",4876
2019-03-01,"Punta Marqués","No residentes",70
2019-03-01,"Punta Marqués","Residentes",1000
2019-03-01,"Punta Tombo","No residentes",1719
2019-03-01,"Punta Tombo","Residentes",3762
2019-03-01,"Cabo Dos Bahías","No residentes",70
2019-03-01,"Cabo Dos Bahías","Residentes",1215
2019-04-01,"Bosque Petrificado Sarmiento","No residentes",50
2019-04-01,"Bosque Petrificado Sarmiento","Residentes",448
2019-04-01,"Península Valdés","No residentes",841
2019-04-01,"Península Valdés","Residentes",7087
2019-04-01,"Punta Loma","No residentes",236
2019-04-01,"Punta Loma","Residentes",3448
2019-04-01,"Punta Marqués","No residentes",42
2019-04-01,"Punta Marqués","Residentes",922
2019-04-01,"Punta Tombo","No residentes",266
2019-04-01,"Punta Tombo","Residentes",1689
2019-04-01,"Cabo Dos Bahías","No residentes",2
2019-04-01,"Cabo Dos Bahías","Residentes",211
2019-05-01,"Bosque Petrificado Sarmiento","No residentes",19
2019-05-01,"Bosque Petrificado Sarmiento","Residentes",249
2019-05-01,"Península Valdés","No residentes",241
2019-05-01,"Península Valdés","Residentes",3763
2019-05-01,"Punta Loma","No residentes",153
2019-05-01,"Punta Loma","Residentes",2099
2019-05-01,"Punta Marqués","No residentes",23
2019-05-01,"Punta Marqués","Residentes",664
2019-05-01,"Punta Tombo","No residentes",NA
2019-05-01,"Punta Tombo","Residentes",NA
2019-05-01,"Cabo Dos Bahías","No residentes",NA
2019-05-01,"Cabo Dos Bahías","Residentes",NA
2019-06-01,"Bosque Petrificado Sarmiento","No residentes",3
2019-06-01,"Bosque Petrificado Sarmiento","Residentes",120
2019-06-01,"Península Valdés","No residentes",238
2019-06-01,"Península Valdés","Residentes",5553
2019-06-01,"Punta Loma","No residentes",82
2019-06-01,"Punta Loma","Residentes",1863
2019-06-01,"Punta Marqués","No residentes",20
2019-06-01,"Punta Marqués","Residentes",692
2019-06-01,"Punta Tombo","No residentes",NA
2019-06-01,"Punta Tombo","Residentes",NA
2019-06-01,"Cabo Dos Bahías","No residentes",NA
2019-06-01,"Cabo Dos Bahías","Residentes",NA
2019-07-01,"Bosque Petrificado Sarmiento","No residentes",14
2019-07-01,"Bosque Petrificado Sarmiento","Residentes",263
2019-07-01,"Península Valdés","No residentes",835
2019-07-01,"Península Valdés","Residentes",20567
2019-07-01,"Punta Loma","No residentes",236
2019-07-01,"Punta Loma","Residentes",9532
2019-07-01,"Punta Marqués","No residentes",31
2019-07-01,"Punta Marqués","Residentes",1254
2019-07-01,"Punta Tombo","No residentes",NA
2019-07-01,"Punta Tombo","Residentes",NA
2019-07-01,"Cabo Dos Bahías","No residentes",NA
2019-07-01,"Cabo Dos Bahías","Residentes",NA
2019-08-01,"Bosque Petrificado Sarmiento","No residentes",12
2019-08-01,"Bosque Petrificado Sarmiento","Residentes",147
2019-08-01,"Península Valdés","No residentes",1453
2019-08-01,"Península Valdés","Residentes",13270
2019-08-01,"Punta Loma","No residentes",361
2019-08-01,"Punta Loma","Residentes",4971
2019-08-01,"Punta Marqués","No residentes",37
2019-08-01,"Punta Marqués","Residentes",836
2019-08-01,"Punta Tombo","No residentes",NA
2019-08-01,"Punta Tombo","Residentes",NA
2019-08-01,"Cabo Dos Bahías","No residentes",NA
2019-08-01,"Cabo Dos Bahías","Residentes",NA
2019-09-01,"Bosque Petrificado Sarmiento","No residentes",37
2019-09-01,"Bosque Petrificado Sarmiento","Residentes",197
2019-09-01,"Península Valdés","No residentes",3175
2019-09-01,"Península Valdés","Residentes",24871
2019-09-01,"Punta Loma","No residentes",381
2019-09-01,"Punta Loma","Residentes",5005
2019-09-01,"Punta Marqués","No residentes",45
2019-09-01,"Punta Marqués","Residentes",644
2019-09-01,"Punta Tombo","No residentes",1045
2019-09-01,"Punta Tombo","Residentes",9155
2019-09-01,"Cabo Dos Bahías","No residentes",14
2019-09-01,"Cabo Dos Bahías","Residentes",431
2019-10-01,"Bosque Petrificado Sarmiento","No residentes",108
2019-10-01,"Bosque Petrificado Sarmiento","Residentes",300
2019-10-01,"Península Valdés","No residentes",6584
2019-10-01,"Península Valdés","Residentes",32182
2019-10-01,"Punta Loma","No residentes",584
2019-10-01,"Punta Loma","Residentes",6359
2019-10-01,"Punta Marqués","No residentes",29
2019-10-01,"Punta Marqués","Residentes",693
2019-10-01,"Punta Tombo","No residentes",3614
2019-10-01,"Punta Tombo","Residentes",17081
2019-10-01,"Cabo Dos Bahías","No residentes",66
2019-10-01,"Cabo Dos Bahías","Residentes",673
2019-11-01,"Bosque Petrificado Sarmiento","No residentes",220
2019-11-01,"Bosque Petrificado Sarmiento","Residentes",191
2019-11-01,"Península Valdés","No residentes",10808
2019-11-01,"Península Valdés","Residentes",19298
2019-11-01,"Punta Loma","No residentes",1299
2019-11-01,"Punta Loma","Residentes",4912
2019-11-01,"Punta Marqués","No residentes",40
2019-11-01,"Punta Marqués","Residentes",734
2019-11-01,"Punta Tombo","No residentes",5014
2019-11-01,"Punta Tombo","Residentes",9872
2019-11-01,"Cabo Dos Bahías","No residentes",315
2019-11-01,"Cabo Dos Bahías","Residentes",635
2019-12-01,"Bosque Petrificado Sarmiento","No residentes",168
2019-12-01,"Bosque Petrificado Sarmiento","Residentes",270
2019-12-01,"Península Valdés","No residentes",7099
2019-12-01,"Península Valdés","Residentes",20064
2019-12-01,"Punta Loma","No residentes",1366
2019-12-01,"Punta Loma","Residentes",3499
2019-12-01,"Punta Marqués","No residentes",163
2019-12-01,"Punta Marqués","Residentes",960
2019-12-01,"Punta Tombo","No residentes",6156
2019-12-01,"Punta Tombo","Residentes",4333
2019-12-01,"Cabo Dos Bahías","No residentes",174
2019-12-01,"Cabo Dos Bahías","Residentes",505
2020-01-01,"Bosque Petrificado Sarmiento","No residentes",176
2020-01-01,"Bosque Petrificado Sarmiento","Residentes",1202
2020-01-01,"Península Valdés","No residentes",7623
2020-01-01,"Península Valdés","Residentes",52338
2020-01-01,"Punta Loma","No residentes",2660
2020-01-01,"Punta Loma","Residentes",14894
2020-01-01,"Punta Marqués","No residentes",87
2020-01-01,"Punta Marqués","Residentes",2063
2020-01-01,"Punta Tombo","No residentes",6239
2020-01-01,"Punta Tombo","Residentes",15644
2020-01-01,"Cabo Dos Bahías","No residentes",241
2020-01-01,"Cabo Dos Bahías","Residentes",1749
2020-02-01,"Bosque Petrificado Sarmiento","No residentes",124
2020-02-01,"Bosque Petrificado Sarmiento","Residentes",1160
2020-02-01,"Península Valdés","No residentes",7088
2020-02-01,"Península Valdés","Residentes",31467
2020-02-01,"Punta Loma","No residentes",3244
2020-02-01,"Punta Loma","Residentes",11596
2020-02-01,"Punta Marqués","No residentes",153
2020-02-01,"Punta Marqués","Residentes",1795
2020-02-01,"Punta Tombo","No residentes",4911
2020-02-01,"Punta Tombo","Residentes",10604
2020-02-01,"Cabo Dos Bahías","No residentes",137
2020-02-01,"Cabo Dos Bahías","Residentes",1002
2020-03-01,"Bosque Petrificado Sarmiento","No residentes",47
2020-03-01,"Bosque Petrificado Sarmiento","Residentes",260
2020-03-01,"Península Valdés","No residentes",1598
2020-03-01,"Península Valdés","Residentes",8767
2020-03-01,"Punta Loma","No residentes",840
2020-03-01,"Punta Loma","Residentes",1706
2020-03-01,"Punta Marqués","No residentes",19
2020-03-01,"Punta Marqués","Residentes",580
2020-03-01,"Punta Tombo","No residentes",1662
2020-03-01,"Punta Tombo","Residentes",1708
2020-03-01,"Cabo Dos Bahías","No residentes",0
2020-03-01,"Cabo Dos Bahías","Residentes",0
2020-04-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-04-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-04-01,"Península Valdés","No residentes",0
2020-04-01,"Península Valdés","Residentes",0
2020-04-01,"Punta Loma","No residentes",0
2020-04-01,"Punta Loma","Residentes",0
2020-04-01,"Punta Marqués","No residentes",0
2020-04-01,"Punta Marqués","Residentes",0
2020-04-01,"Punta Tombo","No residentes",0
2020-04-01,"Punta Tombo","Residentes",0
2020-04-01,"Cabo Dos Bahías","No residentes",0
2020-04-01,"Cabo Dos Bahías","Residentes",0
2020-05-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-05-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-05-01,"Península Valdés","No residentes",0
2020-05-01,"Península Valdés","Residentes",0
2020-05-01,"Punta Loma","No residentes",0
2020-05-01,"Punta Loma","Residentes",0
2020-05-01,"Punta Marqués","No residentes",0
2020-05-01,"Punta Marqués","Residentes",0
2020-05-01,"Punta Tombo","No residentes",NA
2020-05-01,"Punta Tombo","Residentes",NA
2020-05-01,"Cabo Dos Bahías","No residentes",NA
2020-05-01,"Cabo Dos Bahías","Residentes",NA
2020-06-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-06-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-06-01,"Península Valdés","No residentes",0
2020-06-01,"Península Valdés","Residentes",0
2020-06-01,"Punta Loma","No residentes",0
2020-06-01,"Punta Loma","Residentes",0
2020-06-01,"Punta Marqués","No residentes",0
2020-06-01,"Punta Marqués","Residentes",0
2020-06-01,"Punta Tombo","No residentes",NA
2020-06-01,"Punta Tombo","Residentes",NA
2020-06-01,"Cabo Dos Bahías","No residentes",NA
2020-06-01,"Cabo Dos Bahías","Residentes",NA
2020-07-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-07-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-07-01,"Península Valdés","No residentes",0
2020-07-01,"Península Valdés","Residentes",0
2020-07-01,"Punta Loma","No residentes",0
2020-07-01,"Punta Loma","Residentes",0
2020-07-01,"Punta Marqués","No residentes",0
2020-07-01,"Punta Marqués","Residentes",0
2020-07-01,"Punta Tombo","No residentes",NA
2020-07-01,"Punta Tombo","Residentes",NA
2020-07-01,"Cabo Dos Bahías","No residentes",NA
2020-07-01,"Cabo Dos Bahías","Residentes",NA
2020-08-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-08-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-08-01,"Península Valdés","No residentes",0
2020-08-01,"Península Valdés","Residentes",0
2020-08-01,"Punta Loma","No residentes",0
2020-08-01,"Punta Loma","Residentes",0
2020-08-01,"Punta Marqués","No residentes",0
2020-08-01,"Punta Marqués","Residentes",0
2020-08-01,"Punta Tombo","No residentes",NA
2020-08-01,"Punta Tombo","Residentes",NA
2020-08-01,"Cabo Dos Bahías","No residentes",NA
2020-08-01,"Cabo Dos Bahías","Residentes",NA
2020-09-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-09-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-09-01,"Península Valdés","No residentes",0
2020-09-01,"Península Valdés","Residentes",0
2020-09-01,"Punta Loma","No residentes",0
2020-09-01,"Punta Loma","Residentes",0
2020-09-01,"Punta Marqués","No residentes",0
2020-09-01,"Punta Marqués","Residentes",0
2020-09-01,"Punta Tombo","No residentes",0
2020-09-01,"Punta Tombo","Residentes",0
2020-09-01,"Cabo Dos Bahías","No residentes",0
2020-09-01,"Cabo Dos Bahías","Residentes",0
2020-10-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-10-01,"Bosque Petrificado Sarmiento","Residentes",0
2020-10-01,"Península Valdés","No residentes",0
2020-10-01,"Península Valdés","Residentes",0
2020-10-01,"Punta Loma","No residentes",0
2020-10-01,"Punta Loma","Residentes",0
2020-10-01,"Punta Marqués","No residentes",0
2020-10-01,"Punta Marqués","Residentes",0
2020-10-01,"Punta Tombo","No residentes",0
2020-10-01,"Punta Tombo","Residentes",0
2020-10-01,"Cabo Dos Bahías","No residentes",0
2020-10-01,"Cabo Dos Bahías","Residentes",0
2020-11-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-11-01,"Bosque Petrificado Sarmiento","Residentes",11
2020-11-01,"Península Valdés","No residentes",3
2020-11-01,"Península Valdés","Residentes",1194
2020-11-01,"Punta Loma","No residentes",0
2020-11-01,"Punta Loma","Residentes",394
2020-11-01,"Punta Marqués","No residentes",2
2020-11-01,"Punta Marqués","Residentes",172
2020-11-01,"Punta Tombo","No residentes",2
2020-11-01,"Punta Tombo","Residentes",196
2020-11-01,"Cabo Dos Bahías","No residentes",0
2020-11-01,"Cabo Dos Bahías","Residentes",57
2020-12-01,"Bosque Petrificado Sarmiento","No residentes",0
2020-12-01,"Bosque Petrificado Sarmiento","Residentes",82
2020-12-01,"Península Valdés","No residentes",12
2020-12-01,"Península Valdés","Residentes",6661
2020-12-01,"Punta Loma","No residentes",11
2020-12-01,"Punta Loma","Residentes",1533
2020-12-01,"Punta Marqués","No residentes",2
2020-12-01,"Punta Marqués","Residentes",851
2020-12-01,"Punta Tombo","No residentes",3
2020-12-01,"Punta Tombo","Residentes",892
2020-12-01,"Cabo Dos Bahías","No residentes",0
2020-12-01,"Cabo Dos Bahías","Residentes",582
2021-01-01,"Bosque Petrificado Sarmiento","No residentes",2
2021-01-01,"Bosque Petrificado Sarmiento","Residentes",573
2021-01-01,"Península Valdés","No residentes",48
2021-01-01,"Península Valdés","Residentes",27518
2021-01-01,"Punta Loma","No residentes",34
2021-01-01,"Punta Loma","Residentes",8467
2021-01-01,"Punta Marqués","No residentes",6
2021-01-01,"Punta Marqués","Residentes",1456
2021-01-01,"Punta Tombo","No residentes",16
2021-01-01,"Punta Tombo","Residentes",7148
2021-01-01,"Cabo Dos Bahías","No residentes",4
2021-01-01,"Cabo Dos Bahías","Residentes",1824
2021-02-01,"Bosque Petrificado Sarmiento","No residentes",4
2021-02-01,"Bosque Petrificado Sarmiento","Residentes",607
2021-02-01,"Península Valdés","No residentes",22
2021-02-01,"Península Valdés","Residentes",24688
2021-02-01,"Punta Loma","No residentes",7
2021-02-01,"Punta Loma","Residentes",8298
2021-02-01,"Punta Marqués","No residentes",8
2021-02-01,"Punta Marqués","Residentes",1249
2021-02-01,"Punta Tombo","No residentes",2
2021-02-01,"Punta Tombo","Residentes",6238
2021-02-01,"Cabo Dos Bahías","No residentes",0
2021-02-01,"Cabo Dos Bahías","Residentes",1970
2021-03-01,"Bosque Petrificado Sarmiento","No residentes",0
2021-03-01,"Bosque Petrificado Sarmiento","Residentes",347
2021-03-01,"Península Valdés","No residentes",11
2021-03-01,"Península Valdés","Residentes",13531
2021-03-01,"Punta Loma","No residentes",6
2021-03-01,"Punta Loma","Residentes",3977
2021-03-01,"Punta Marqués","No residentes",6
