"indice_tiempo","area_protegida","residencia","visitas"
2009-03-01,"Punta Tombo","Residentes",3336
2009-03-01,"Cabo Dos Bahías","No residentes",100
2009-03-01,"Cabo Dos Bahías","Residentes",842
2009-04-01,"Bosque Petrificado Sarmiento","No residentes",65
2009-04-01,"Bosque Petrificado Sarmiento","Residentes",615
2009-04-01,"Península Valdés","No residentes",2459
2009-04-01,"Península Valdés","Residentes",9053
2009-04-01,"Punta Loma","No residentes",443
2009-04-01,"Punta Loma","Residentes",1906
2009-04-01,"Punta Tombo","No residentes",1586
2009-04-01,"Punta Tombo","Residentes",1729
2009-04-01,"Cabo Dos Bahías","No residentes",16
2009-04-01,"Cabo Dos Bahías","Residentes",435
2009-05-01,"Bosque Petrificado Sarmiento","No residentes",16
2009-05-01,"Bosque Petrificado Sarmiento","Residentes",256
2009-05-01,"Península Valdés","No residentes",446
2009-05-01,"Península Valdés","Residentes",6200
2009-05-01,"Punta Loma","No residentes",61
2009-05-01,"Punta Loma","Residentes",1065
2009-05-01,"Punta Tombo","No residentes",NA
2009-05-01,"Punta Tombo","Residentes",NA
2009-05-01,"Cabo Dos Bahías","No residentes",NA
2009-05-01,"Cabo Dos Bahías","Residentes",NA
2009-06-01,"Bosque Petrificado Sarmiento","No residentes",8
2009-06-01,"Bosque Petrificado Sarmiento","Residentes",164
2009-06-01,"Península Valdés","No residentes",669
2009-06-01,"Península Valdés","Residentes",7922
2009-06-01,"Punta Loma","No residentes",87
2009-06-01,"Punta Loma","Residentes",1167
2009-06-01,"Punta Tombo","No residentes",NA
2009-06-01,"Punta Tombo","Residentes",NA
2009-06-01,"Cabo Dos Bahías","No residentes",NA
2009-06-01,"Cabo Dos Bahías","Residentes",NA
2009-07-01,"Bosque Petrificado Sarmiento","No residentes",6
2009-07-01,"Bosque Petrificado Sarmiento","Residentes",338
2009-07-01,"Península Valdés","No residentes",1208
2009-07-01,"Península Valdés","Residentes",18666
2009-07-01,"Punta Loma","No residentes",168
2009-07-01,"Punta Loma","Residentes",4796
2009-07-01,"Punta Tombo","No residentes",NA
2009-07-01,"Punta Tombo","Residentes",NA
2009-07-01,"Cabo Dos Bahías","No residentes",NA
2009-07-01,"Cabo Dos Bahías","Residentes",NA
2009-08-01,"Bosque Petrificado Sarmiento","No residentes",31
2009-08-01,"Bosque Petrificado Sarmiento","Residentes",238
2009-08-01,"Península Valdés","No residentes",2418
2009-08-01,"Península Valdés","Residentes",13823
2009-08-01,"Punta Loma","No residentes",264
2009-08-01,"Punta Loma","Residentes",2793
2009-08-01,"Punta Tombo","No residentes",NA
2009-08-01,"Punta Tombo","Residentes",NA
2009-08-01,"Cabo Dos Bahías","No residentes",NA
2009-08-01,"Cabo Dos Bahías","Residentes",NA
2009-09-01,"Bosque Petrificado Sarmiento","No residentes",20
2009-09-01,"Bosque Petrificado Sarmiento","Residentes",236
2009-09-01,"Península Valdés","No residentes",3989
2009-09-01,"Península Valdés","Residentes",23575
2009-09-01,"Punta Loma","No residentes",458
2009-09-01,"Punta Loma","Residentes",3908
2009-09-01,"Punta Tombo","No residentes",1750
2009-09-01,"Punta Tombo","Residentes",5564
2009-09-01,"Cabo Dos Bahías","No residentes",6
2009-09-01,"Cabo Dos Bahías","Residentes",339
2009-10-01,"Bosque Petrificado Sarmiento","No residentes",107
2009-10-01,"Bosque Petrificado Sarmiento","Residentes",438
2009-10-01,"Península Valdés","No residentes",9309
2009-10-01,"Península Valdés","Residentes",32277
2009-10-01,"Punta Loma","No residentes",1050
2009-10-01,"Punta Loma","Residentes",6224
2009-10-01,"Punta Tombo","No residentes",4500
2009-10-01,"Punta Tombo","Residentes",14873
2009-10-01,"Cabo Dos Bahías","No residentes",106
2009-10-01,"Cabo Dos Bahías","Residentes",996
2009-11-01,"Bosque Petrificado Sarmiento","No residentes",324
2009-11-01,"Bosque Petrificado Sarmiento","Residentes",361
2009-11-01,"Península Valdés","No residentes",14849
2009-11-01,"Península Valdés","Residentes",17283
2009-11-01,"Punta Loma","No residentes",1554
2009-11-01,"Punta Loma","Residentes",2319
2009-11-01,"Punta Tombo","No residentes",8142
2009-11-01,"Punta Tombo","Residentes",7075
2009-11-01,"Cabo Dos Bahías","No residentes",259
2009-11-01,"Cabo Dos Bahías","Residentes",874
2009-12-01,"Bosque Petrificado Sarmiento","No residentes",194
2009-12-01,"Bosque Petrificado Sarmiento","Residentes",357
2009-12-01,"Península Valdés","No residentes",10882
2009-12-01,"Península Valdés","Residentes",19176
2009-12-01,"Punta Loma","No residentes",2001
2009-12-01,"Punta Loma","Residentes",1908
2009-12-01,"Punta Tombo","No residentes",5250
2009-12-01,"Punta Tombo","Residentes",2700
2009-12-01,"Cabo Dos Bahías","No residentes",199
2009-12-01,"Cabo Dos Bahías","Residentes",834
2010-01-01,"Bosque Petrificado Sarmiento","No residentes",440
2010-01-01,"Bosque Petrificado Sarmiento","Residentes",2297
2010-01-01,"Península Valdés","No residentes",9922
2010-01-01,"Península Valdés","Residentes",75691
2010-01-01,"Punta Loma","No residentes",1986
2010-01-01,"Punta Loma","Residentes",10701
2010-01-01,"Punta Tombo","No residentes",6425
2010-01-01,"Punta Tombo","Residentes",13696
2010-01-01,"Cabo Dos Bahías","No residentes",236
2010-01-01,"Cabo Dos Bahías","Residentes",2717
2010-02-01,"Bosque Petrificado Sarmiento","No residentes",442
2010-02-01,"Bosque Petrificado Sarmiento","Residentes",1468
2010-02-01,"Península Valdés","No residentes",7932
2010-02-01,"Península Valdés","Residentes",36506
2010-02-01,"Punta Loma","No residentes",1639
2010-02-01,"Punta Loma","Residentes",7927
2010-02-01,"Punta Tombo","No residentes",4300
2010-02-01,"Punta Tombo","Residentes",7671
2010-02-01,"Cabo Dos Bahías","No residentes",228
2010-02-01,"Cabo Dos Bahías","Residentes",1997
2010-03-01,"Bosque Petrificado Sarmiento","No residentes",123
2010-03-01,"Bosque Petrificado Sarmiento","Residentes",558
2010-03-01,"Península Valdés","No residentes",5710
2010-03-01,"Península Valdés","Residentes",12093
2010-03-01,"Punta Loma","No residentes",1367
2010-03-01,"Punta Loma","Residentes",2307
2010-03-01,"Punta Tombo","No residentes",2675
2010-03-01,"Punta Tombo","Residentes",6673
2010-03-01,"Cabo Dos Bahías","No residentes",123
2010-03-01,"Cabo Dos Bahías","Residentes",516
2010-04-01,"Bosque Petrificado Sarmiento","No residentes",51
2010-04-01,"Bosque Petrificado Sarmiento","Residentes",272
2010-04-01,"Península Valdés","No residentes",1120
2010-04-01,"Península Valdés","Residentes",7643
2010-04-01,"Punta Loma","No residentes",128
2010-04-01,"Punta Loma","Residentes",1969
2010-04-01,"Punta Tombo","No residentes",695
2010-04-01,"Punta Tombo","Residentes",2675
2010-04-01,"Cabo Dos Bahías","No residentes",47
2010-04-01,"Cabo Dos Bahías","Residentes",564
2010-05-01,"Bosque Petrificado Sarmiento","No residentes",7
2010-05-01,"Bosque Petrificado Sarmiento","Residentes",330
2010-05-01,"Península Valdés","No residentes",367
2010-05-01,"Península Valdés","Residentes",6239
2010-05-01,"Punta Loma","No residentes",59
2010-05-01,"Punta Loma","Residentes",1593
2010-05-01,"Punta Tombo","No residentes",NA
2010-05-01,"Punta Tombo","Residentes",NA
2010-05-01,"Cabo Dos Bahías","No residentes",NA
2010-05-01,"Cabo Dos Bahías","Residentes",NA
2010-06-01,"Bosque Petrificado Sarmiento","No residentes",8
2010-06-01,"Bosque Petrificado Sarmiento","Residentes",59
2010-06-01,"Península Valdés","No residentes",586
2010-06-01,"Península Valdés","Residentes",5393
2010-06-01,"Punta Loma","No residentes",56
2010-06-01,"Punta Loma","Residentes",731
2010-06-01,"Punta Tombo","No residentes",NA
2010-06-01,"Punta Tombo","Residentes",NA
2010-06-01,"Cabo Dos Bahías","No residentes",NA
2010-06-01,"Cabo Dos Bahías","Residentes",NA
2010-07-01,"Bosque Petrificado Sarmiento","No residentes",4
2010-07-01,"Bosque Petrificado Sarmiento","Residentes",146
2010-07-01,"Península Valdés","No residentes",1179
2010-07-01,"Península Valdés","Residentes",19258
2010-07-01,"Punta Loma","No residentes",231
2010-07-01,"Punta Loma","Residentes",5162
2010-07-01,"Punta Tombo","No residentes",NA
2010-07-01,"Punta Tombo","Residentes",NA
2010-07-01,"Cabo Dos Bahías","No residentes",NA
2010-07-01,"Cabo Dos Bahías","Residentes",NA
2010-08-01,"Bosque Petrificado Sarmiento","No residentes",13
2010-08-01,"Bosque Petrificado Sarmiento","Residentes",221
2010-08-01,"Península Valdés","No residentes",2183
2010-08-01,"Península Valdés","Residentes",15165
2010-08-01,"Punta Loma","No residentes",406
2010-08-01,"Punta Loma","Residentes",2538
2010-08-01,"Punta Tombo","No residentes",NA
2010-08-01,"Punta Tombo","Residentes",NA
2010-08-01,"Cabo Dos Bahías","No residentes",NA
2010-08-01,"Cabo Dos Bahías","Residentes",NA
2010-09-01,"Bosque Petrificado Sarmiento","No residentes",43
2010-09-01,"Bosque Petrificado Sarmiento","Residentes",417
2010-09-01,"Península Valdés","No residentes",4066
2010-09-01,"Península Valdés","Residentes",22004
2010-09-01,"Punta Loma","No residentes",592
2010-09-01,"Punta Loma","Residentes",4152
2010-09-01,"Punta Tombo","No residentes",1365
2010-09-01,"Punta Tombo","Residentes",7504
2010-09-01,"Cabo Dos Bahías","No residentes",15
2010-09-01,"Cabo Dos Bahías","Residentes",288
2010-10-01,"Bosque Petrificado Sarmiento","No residentes",91
2010-10-01,"Bosque Petrificado Sarmiento","Residentes",520
2010-10-01,"Península Valdés","No residentes",9217
2010-10-01,"Península Valdés","Residentes",37492
2010-10-01,"Punta Loma","No residentes",1844
2010-10-01,"Punta Loma","Residentes",4932
2010-10-01,"Punta Tombo","No residentes",3614
2010-10-01,"Punta Tombo","Residentes",14694
2010-10-01,"Cabo Dos Bahías","No residentes",110
2010-10-01,"Cabo Dos Bahías","Residentes",873
2010-11-01,"Bosque Petrificado Sarmiento","No residentes",288
2010-11-01,"Bosque Petrificado Sarmiento","Residentes",522
2010-11-01,"Península Valdés","No residentes",15201
2010-11-01,"Península Valdés","Residentes",19026
2010-11-01,"Punta Loma","No residentes",1968
2010-11-01,"Punta Loma","Residentes",2313
2010-11-01,"Punta Tombo","No residentes",4705
2010-11-01,"Punta Tombo","Residentes",4332
2010-11-01,"Cabo Dos Bahías","No residentes",242
2010-11-01,"Cabo Dos Bahías","Residentes",1427
2010-12-01,"Bosque Petrificado Sarmiento","No residentes",121
2010-12-01,"Bosque Petrificado Sarmiento","Residentes",343
2010-12-01,"Península Valdés","No residentes",8390
2010-12-01,"Península Valdés","Residentes",20301
2010-12-01,"Punta Loma","No residentes",980
2010-12-01,"Punta Loma","Residentes",1987
2010-12-01,"Punta Tombo","No residentes",4661
2010-12-01,"Punta Tombo","Residentes",4927
2010-12-01,"Cabo Dos Bahías","No residentes",156
2010-12-01,"Cabo Dos Bahías","Residentes",530
2011-01-01,"Bosque Petrificado Sarmiento","No residentes",184
2011-01-01,"Bosque Petrificado Sarmiento","Residentes",1528
2011-01-01,"Península Valdés","No residentes",9685
2011-01-01,"Península Valdés","Residentes",70857
2011-01-01,"Punta Loma","No residentes",2999
2011-01-01,"Punta Loma","Residentes",11513
2011-01-01,"Punta Tombo","No residentes",5420
2011-01-01,"Punta Tombo","Residentes",14634
2011-01-01,"Cabo Dos Bahías","No residentes",224
2011-01-01,"Cabo Dos Bahías","Residentes",2454
2011-02-01,"Bosque Petrificado Sarmiento","No residentes",259
2011-02-01,"Bosque Petrificado Sarmiento","Residentes",970
2011-02-01,"Península Valdés","No residentes",7201
2011-02-01,"Península Valdés","Residentes",35272
2011-02-01,"Punta Loma","No residentes",602
2011-02-01,"Punta Loma","Residentes",7029
2011-02-01,"Punta Tombo","No residentes",4164
2011-02-01,"Punta Tombo","Residentes",9082
2011-02-01,"Cabo Dos Bahías","No residentes",296
2011-02-01,"Cabo Dos Bahías","Residentes",3079
2011-03-01,"Bosque Petrificado Sarmiento","No residentes",89
2011-03-01,"Bosque Petrificado Sarmiento","Residentes",885
2011-03-01,"Península Valdés","No residentes",3874
2011-03-01,"Península Valdés","Residentes",19640
2011-03-01,"Punta Loma","No residentes",473
2011-03-01,"Punta Loma","Residentes",2864
2011-03-01,"Punta Tombo","No residentes",2230
2011-03-01,"Punta Tombo","Residentes",3946
2011-03-01,"Cabo Dos Bahías","No residentes",100
2011-03-01,"Cabo Dos Bahías","Residentes",596
2011-04-01,"Bosque Petrificado Sarmiento","No residentes",37
2011-04-01,"Bosque Petrificado Sarmiento","Residentes",480
2011-04-01,"Península Valdés","No residentes",1147
2011-04-01,"Península Valdés","Residentes",7110
2011-04-01,"Punta Loma","No residentes",104
2011-04-01,"Punta Loma","Residentes",1745
2011-04-01,"Punta Tombo","No residentes",511
2011-04-01,"Punta Tombo","Residentes",1824
2011-04-01,"Cabo Dos Bahías","No residentes",85
2011-04-01,"Cabo Dos Bahías","Residentes",352
2011-05-01,"Bosque Petrificado Sarmiento","No residentes",4
2011-05-01,"Bosque Petrificado Sarmiento","Residentes",215
2011-05-01,"Península Valdés","No residentes",296
2011-05-01,"Península Valdés","Residentes",3564
2011-05-01,"Punta Loma","No residentes",36
2011-05-01,"Punta Loma","Residentes",804
2011-05-01,"Punta Tombo","No residentes",NA
2011-05-01,"Punta Tombo","Residentes",NA
2011-05-01,"Cabo Dos Bahías","No residentes",NA
2011-05-01,"Cabo Dos Bahías","Residentes",NA
2011-06-01,"Bosque Petrificado Sarmiento","No residentes",15
2011-06-01,"Bosque Petrificado Sarmiento","Residentes",124
2011-06-01,"Península Valdés","No residentes",365
2011-06-01,"Península Valdés","Residentes",3805
2011-06-01,"Punta Loma","No residentes",51
2011-06-01,"Punta Loma","Residentes",531
2011-06-01,"Punta Tombo","No residentes",NA
2011-06-01,"Punta Tombo","Residentes",NA
2011-06-01,"Cabo Dos Bahías","No residentes",NA
2011-06-01,"Cabo Dos Bahías","Residentes",NA
2011-07-01,"Bosque Petrificado Sarmiento","No residentes",10
2011-07-01,"Bosque Petrificado Sarmiento","Residentes",281
2011-07-01,"Península Valdés","No residentes",681
2011-07-01,"Península Valdés","Residentes",15146
2011-07-01,"Punta Loma","No residentes",110
2011-07-01,"Punta Loma","Residentes",4176
2011-07-01,"Punta Tombo","No residentes",NA
2011-07-01,"Punta Tombo","Residentes",NA
2011-07-01,"Cabo Dos Bahías","No residentes",NA
2011-07-01,"Cabo Dos Bahías","Residentes",NA
2011-08-01,"Bosque Petrificado Sarmiento","No residentes",8
2011-08-01,"Bosque Petrificado Sarmiento","Residentes",229
2011-08-01,"Península Valdés","No residentes",1219
2011-08-01,"Península Valdés","Residentes",13363
2011-08-01,"Punta Loma","No residentes",205
2011-08-01,"Punta Loma","Residentes",2470
2011-08-01,"Punta Tombo","No residentes",NA
2011-08-01,"Punta Tombo","Residentes",NA
2011-08-01,"Cabo Dos Bahías","No residentes",NA
2011-08-01,"Cabo Dos Bahías","Residentes",NA
2011-09-01,"Bosque Petrificado Sarmiento","No residentes",23
2011-09-01,"Bosque Petrificado Sarmiento","Residentes",499
2011-09-01,"Península Valdés","No residentes",2752
2011-09-01,"Península Valdés","Residentes",20901
2011-09-01,"Punta Loma","No residentes",206
2011-09-01,"Punta Loma","Residentes",3429
2011-09-01,"Punta Tombo","No residentes",1451
2011-09-01,"Punta Tombo","Residentes",5137
2011-09-01,"Cabo Dos Bahías","No residentes",27
2011-09-01,"Cabo Dos Bahías","Residentes",309
2011-10-01,"Bosque Petrificado Sarmiento","No residentes",124
2011-10-01,"Bosque Petrificado Sarmiento","Residentes",735
2011-10-01,"Península Valdés","No residentes",8019
2011-10-01,"Península Valdés","Residentes",32612
2011-10-01,"Punta Loma","No residentes",572
2011-10-01,"Punta Loma","Residentes",5185
2011-10-01,"Punta Tombo","No residentes",3076
2011-10-01,"Punta Tombo","Residentes",12302
2011-10-01,"Cabo Dos Bahías","No residentes",125
2011-10-01,"Cabo Dos Bahías","Residentes",897
2011-11-01,"Bosque Petrificado Sarmiento","No residentes",278
2011-11-01,"Bosque Petrificado Sarmiento","Residentes",817
2011-11-01,"Península Valdés","No residentes",13405
2011-11-01,"Península Valdés","Residentes",22705
2011-11-01,"Punta Loma","No residentes",858
2011-11-01,"Punta Loma","Residentes",2185
2011-11-01,"Punta Tombo","No residentes",5814
2011-11-01,"Punta Tombo","Residentes",7711
2011-11-01,"Cabo Dos Bahías","No residentes",329
2011-11-01,"Cabo Dos Bahías","Residentes",1341
2011-12-01,"Bosque Petrificado Sarmiento","No residentes",192
2011-12-01,"Bosque Petrificado Sarmiento","Residentes",608
2011-12-01,"Península Valdés","No residentes",7662
2011-12-01,"Península Valdés","Residentes",24441
2011-12-01,"Punta Loma","No residentes",910
2011-12-01,"Punta Loma","Residentes",2633
2011-12-01,"Punta Tombo","No residentes",4502
2011-12-01,"Punta Tombo","Residentes",3777
2011-12-01,"Cabo Dos Bahías","No residentes",230
2011-12-01,"Cabo Dos Bahías","Residentes",629
2012-01-01,"Bosque Petrificado Sarmiento","No residentes",278
2012-01-01,"Bosque Petrificado Sarmiento","Residentes",2066
2012-01-01,"Península Valdés","No residentes",8308
2012-01-01,"Península Valdés","Residentes",68065
2012-01-01,"Punta Loma","No residentes",2073
2012-01-01,"Punta Loma","Residentes",10005
2012-01-01,"Punta Marqués","No residentes",106
2012-01-01,"Punta Marqués","Residentes",2855
2012-01-01,"Punta Tombo","No residentes",4952
2012-01-01,"Punta Tombo","Residentes",14751
2012-01-01,"Cabo Dos Bahías","No residentes",245
2012-01-01,"Cabo Dos Bahías","Residentes",2369
2012-02-01,"Bosque Petrificado Sarmiento","No residentes",281
2012-02-01,"Bosque Petrificado Sarmiento","Residentes",1518
2012-02-01,"Península Valdés","No residentes",6103
2012-02-01,"Península Valdés","Residentes",39591
2012-02-01,"Punta Loma","No residentes",754
2012-02-01,"Punta Loma","Residentes",7098
2012-02-01,"Punta Marqués","No residentes",202
2012-02-01,"Punta Marqués","Residentes",1948
2012-02-01,"Punta Tombo","No residentes",3562
2012-02-01,"Punta Tombo","Residentes",9123
2012-02-01,"Cabo Dos Bahías","No residentes",142
2012-02-01,"Cabo Dos Bahías","Residentes",1737
2012-03-01,"Bosque Petrificado Sarmiento","No residentes",139
2012-03-01,"Bosque Petrificado Sarmiento","Residentes",732
2012-03-01,"Península Valdés","No residentes",2946
2012-03-01,"Península Valdés","Residentes",11400
2012-03-01,"Punta Loma","No residentes",689
2012-03-01,"Punta Loma","Residentes",1802
2012-03-01,"Punta Marqués","No residentes",62
2012-03-01,"Punta Marqués","Residentes",1189
2012-03-01,"Punta Tombo","No residentes",2101
2012-03-01,"Punta Tombo","Residentes",2582
2012-03-01,"Cabo Dos Bahías","No residentes",128
2012-03-01,"Cabo Dos Bahías","Residentes",776
2012-04-01,"Bosque Petrificado Sarmiento","No residentes",48
2012-04-01,"Bosque Petrificado Sarmiento","Residentes",822
2012-04-01,"Península Valdés","No residentes",842
2012-04-01,"Península Valdés","Residentes",10503
2012-04-01,"Punta Loma","No residentes",85
2012-04-01,"Punta Loma","Residentes",2339
2012-04-01,"Punta Marqués","No residentes",18
2012-04-01,"Punta Marqués","Residentes",709
2012-04-01,"Punta Tombo","No residentes",237
2012-04-01,"Punta Tombo","Residentes",1875
2012-04-01,"Cabo Dos Bahías","No residentes",30
2012-04-01,"Cabo Dos Bahías","Residentes",685
2012-05-01,"Bosque Petrificado Sarmiento","No residentes",6
2012-05-01,"Bosque Petrificado Sarmiento","Residentes",477
2012-05-01,"Península Valdés","No residentes",216
2012-05-01,"Península Valdés","Residentes",4283
2012-05-01,"Punta Loma","No residentes",22
2012-05-01,"Punta Loma","Residentes",815
2012-05-01,"Punta Marqués","No residentes",22
2012-05-01,"Punta Marqués","Residentes",449
2012-05-01,"Punta Tombo","No residentes",NA
2012-05-01,"Punta Tombo","Residentes",NA
2012-05-01,"Cabo Dos Bahías","No residentes",NA
2012-05-01,"Cabo Dos Bahías","Residentes",NA
2012-06-01,"Bosque Petrificado Sarmiento","No residentes",7
2012-06-01,"Bosque Petrificado Sarmiento","Residentes",52
2012-06-01,"Península Valdés","No residentes",344
2012-06-01,"Península Valdés","Residentes",4440
2012-06-01,"Punta Loma","No residentes",35
2012-06-01,"Punta Loma","Residentes",450
2012-06-01,"Punta Marqués","No residentes",37
2012-06-01,"Punta Marqués","Residentes",1728
2012-06-01,"Punta Tombo","No residentes",NA
2012-06-01,"Punta Tombo","Residentes",NA
2012-06-01,"Cabo Dos Bahías","No residentes",NA
2012-06-01,"Cabo Dos Bahías","Residentes",NA
2012-07-01,"Bosque Petrificado Sarmiento","No residentes",9
2012-07-01,"Bosque Petrificado Sarmiento","Residentes",375
2012-07-01,"Península Valdés","No residentes",746
2012-07-01,"Península Valdés","Residentes",25360
2012-07-01,"Punta Loma","No residentes",151
2012-07-01,"Punta Loma","Residentes",7711
2012-07-01,"Punta Marqués","No residentes",23
2012-07-01,"Punta Marqués","Residentes",431
2012-07-01,"Punta Tombo","No residentes",NA
2012-07-01,"Punta Tombo","Residentes",NA
2012-07-01,"Cabo Dos Bahías","No residentes",NA
2012-07-01,"Cabo Dos Bahías","Residentes",NA
2012-08-01,"Bosque Petrificado Sarmiento","No residentes",14
2012-08-01,"Bosque Petrificado Sarmiento","Residentes",425
2012-08-01,"Península Valdés","No residentes",971
2012-08-01,"Península Valdés","Residentes",16566
2012-08-01,"Punta Loma","No residentes",196
2012-08-01,"Punta Loma","Residentes",3975
2012-08-01,"Punta Marqués","No residentes",20
2012-08-01,"Punta Marqués","Residentes",718
2012-08-01,"Punta Tombo","No residentes",NA
2012-08-01,"Punta Tombo","Residentes",NA
2012-08-01,"Cabo Dos Bahías","No residentes",NA
2012-08-01,"Cabo Dos Bahías","Residentes",NA
2012-09-01,"Bosque Petrificado Sarmiento","No residentes",67
2012-09-01,"Bosque Petrificado Sarmiento","Residentes",705
2012-09-01,"Península Valdés","No residentes",3586
2012-09-01,"Península Valdés","Residentes",27773
2012-09-01,"Punta Loma","No residentes",628
2012-09-01,"Punta Loma","Residentes",6212
2012-09-01,"Punta Marqués","No residentes",98
2012-09-01,"Punta Marqués","Residentes",1226
2012-09-01,"Punta Tombo","No residentes",1408
2012-09-01,"Punta Tombo","Residentes",8073
2012-09-01,"Cabo Dos Bahías","No residentes",18
2012-09-01,"Cabo Dos Bahías","Residentes",355
2012-10-01,"Bosque Petrificado Sarmiento","No residentes",150
2012-10-01,"Bosque Petrificado Sarmiento","Residentes",873
2012-10-01,"Península Valdés","No residentes",6259
2012-10-01,"Península Valdés","Residentes",33522
2012-10-01,"Punta Loma","No residentes",580
2012-10-01,"Punta Loma","Residentes",6285
2012-10-01,"Punta Marqués","No residentes",36
2012-10-01,"Punta Marqués","Residentes",1329
2012-10-01,"Punta Tombo","No residentes",5677
2012-10-01,"Punta Tombo","Residentes",16118
2012-10-01,"Cabo Dos Bahías","No residentes",94
2012-10-01,"Cabo Dos Bahías","Residentes",858
2012-11-01,"Bosque Petrificado Sarmiento","No residentes",278
2012-11-01,"Bosque Petrificado Sarmiento","Residentes",637
2012-11-01,"Península Valdés","No residentes",10661
2012-11-01,"Península Valdés","Residentes",23340
2012-11-01,"Punta Loma","No residentes",1152
2012-11-01,"Punta Loma","Residentes",2623
2012-11-01,"Punta Marqués","No residentes",43
2012-11-01,"Punta Marqués","Residentes",937
2012-11-01,"Punta Tombo","No residentes",5948
2012-11-01,"Punta Tombo","Residentes",9724
2012-11-01,"Cabo Dos Bahías","No residentes",210
2012-11-01,"Cabo Dos Bahías","Residentes",944
2012-12-01,"Bosque Petrificado Sarmiento","No residentes",257
2012-12-01,"Bosque Petrificado Sarmiento","Residentes",751
2012-12-01,"Península Valdés","No residentes",6121
2012-12-01,"Península Valdés","Residentes",18070
2012-12-01,"Punta Loma","No residentes",1015
2012-12-01,"Punta Loma","Residentes",2221
2012-12-01,"Punta Marqués","No residentes",95
2012-12-01,"Punta Marqués","Residentes",1243
2012-12-01,"Punta Tombo","No residentes",3961
2012-12-01,"Punta Tombo","Residentes",4256
2012-12-01,"Cabo Dos Bahías","No residentes",130
2012-12-01,"Cabo Dos Bahías","Residentes",481
2013-01-01,"Bosque Petrificado Sarmiento","No residentes",222
2013-01-01,"Bosque Petrificado Sarmiento","Residentes",2147
2013-01-01,"Península Valdés","No residentes",6950
2013-01-01,"Península Valdés","Residentes",77311
2013-01-01,"Punta Loma","No residentes",2845
2013-01-01,"Punta Loma","Residentes",10041
2013-01-01,"Punta Marqués","No residentes",106
2013-01-01,"Punta Marqués","Residentes",3446
2013-01-01,"Punta Tombo","No residentes",5404
2013-01-01,"Punta Tombo","Residentes",16902
2013-01-01,"Cabo Dos Bahías","No residentes",235
2013-01-01,"Cabo Dos Bahías","Residentes",2675
2013-02-01,"Bosque Petrificado Sarmiento","No residentes",259
2013-02-01,"Bosque Petrificado Sarmiento","Residentes",1132
2013-02-01,"Península Valdés","No residentes",5758
2013-02-01,"Península Valdés","Residentes",39588
2013-02-01,"Punta Loma","No residentes",2859
2013-02-01,"Punta Loma","Residentes",6191
2013-02-01,"Punta Marqués","No residentes",158
2013-02-01,"Punta Marqués","Residentes",1835
2013-02-01,"Punta Tombo","No residentes",4769
2013-02-01,"Punta Tombo","Residentes",9308
2013-02-01,"Cabo Dos Bahías","No residentes",242
2013-02-01,"Cabo Dos Bahías","Residentes",2358
2013-03-01,"Bosque Petrificado Sarmiento","No residentes",89
2013-03-01,"Bosque Petrificado Sarmiento","Residentes",777
2013-03-01,"Península Valdés","No residentes",2796
2013-03-01,"Península Valdés","Residentes",14581
2013-03-01,"Punta Loma","No residentes",1196
2013-03-01,"Punta Loma","Residentes",2516
2013-03-01,"Punta Marqués","No residentes",68
2013-03-01,"Punta Marqués","Residentes",1550
2013-03-01,"Punta Tombo","No residentes",2946
2013-03-01,"Punta Tombo","Residentes",4891
2013-03-01,"Cabo Dos Bahías","No residentes",114
2013-03-01,"Cabo Dos Bahías","Residentes",938
2013-04-01,"Bosque Petrificado Sarmiento","No residentes",51
2013-04-01,"Bosque Petrificado Sarmiento","Residentes",725
2013-04-01,"Península Valdés","No residentes",646
2013-04-01,"Península Valdés","Residentes",7816
2013-04-01,"Punta Loma","No residentes",242
2013-04-01,"Punta Loma","Residentes",825
2013-04-01,"Punta Marqués","No residentes",24
2013-04-01,"Punta Marqués","Residentes",1108
2013-04-01,"Punta Tombo","No residentes",179
2013-04-01,"Punta Tombo","Residentes",1411
2013-04-01,"Cabo Dos Bahías","No residentes",48
2013-04-01,"Cabo Dos Bahías","Residentes",480
2013-05-01,"Bosque Petrificado Sarmiento","No residentes",22
2013-05-01,"Bosque Petrificado Sarmiento","Residentes",279
2013-05-01,"Península Valdés","No residentes",174
2013-05-01,"Península Valdés","Residentes",3213
2013-05-01,"Punta Loma","No residentes",72
2013-05-01,"Punta Loma","Residentes",939
2013-05-01,"Punta Marqués","No residentes",17
2013-05-01,"Punta Marqués","Residentes",401
2013-05-01,"Punta Tombo","No residentes",NA
2013-05-01,"Punta Tombo","Residentes",NA
2013-05-01,"Cabo Dos Bahías","No residentes",NA
2013-05-01,"Cabo Dos Bahías","Residentes",NA
2013-06-01,"Bosque Petrificado Sarmiento","No residentes",16
2013-06-01,"Bosque Petrificado Sarmiento","Residentes",326
2013-06-01,"Península Valdés","No residentes",238
2013-06-01,"Península Valdés","Residentes",8551
2013-06-01,"Punta Loma","No residentes",75
2013-06-01,"Punta Loma","Residentes",1863
2013-06-01,"Punta Marqués","No residentes",8
2013-06-01,"Punta Marqués","Residentes",436
2013-06-01,"Punta Tombo","No residentes",NA
2013-06-01,"Punta Tombo","Residentes",NA
2013-06-01,"Cabo Dos Bahías","No residentes",NA
2013-06-01,"Cabo Dos Bahías","Residentes",NA
